-2,0.121
-1.5,0.121
-1,0.121
-0.5,0.121
0,0.121
0.5,0.122
1,0.124
1.5,0.125
2,0.126
2.5,0.128
3,0.13
3.5,0.132
4,0.134
4.5,0.135
5,0.137
5.5,0.138
6,0.139
6.5,0.142
7,0.145
7.5,0.148
8,0.151
8.5,0.153
9,0.156
9.5,0.159
10,0.162
10.5,0.163
11,0.164
11.5,0.165
12,0.167
12.5,0.17
13,0.174
13.5,0.177
14,0.181
14.5,0.187
15,0.192
15.5,0.198
16,0.204
