-2,-0.066
-1.5,-0.066
-1,-0.066
-0.5,-0.066
0,-0.066
0.5,-0.065
1,-0.064
1.5,-0.062
2,-0.061
2.5,-0.061
3,-0.06
3.5,-0.06
4,-0.059
4.5,-0.058
5,-0.056
5.5,-0.053
6,-0.051
6.5,-0.045
7,-0.04
7.5,-0.035
8,-0.029
8.5,-0.024
9,-0.018
9.5,-0.013
10,-0.007
