-2,0.285
-1.5,0.286
-1,0.287
-0.5,0.288
0,0.289
0.5,0.289
1,0.289
1.5,0.289
2,0.289
2.5,0.29
3,0.291
3.5,0.292
4,0.294
4.5,0.294
5,0.294
5.5,0.295
6,0.295
6.5,0.295
7,0.295
7.5,0.295
8,0.295
8.5,0.296
9,0.298
9.5,0.299
10,0.3
10.5,0.3
11,0.301
11.5,0.301
12,0.302
12.5,0.302
13,0.302
13.5,0.302
14,0.302
